created_at,text
2018-11-08 06:10:54,"Yo @VanJones68,

Last night, you hi fived that after the #MidtermElection2018 the democrat party is now “younger, b… https://t.co/6A6YTOdkBl"
2018-11-08 06:01:04,Why and how would President Trump not allow Him Acosta to finish his question yet the platform was there for questi… https://t.co/r0lg84R8pD
2018-11-08 05:59:03,"Forgot to say this yesterday. 

S/O to all the first time voters! Take pride in this occasion and never forget your… https://t.co/iXaUzJQEU6"
2018-11-08 05:58:37,"When a woman or POC wins an election it’s always because ‘people have had enough’. Never because, the general popul… https://t.co/YGqBPuL0o8"
2018-11-08 05:52:48,Let’s show out how we did yesterday and vote for MIKE ESPY on the 27th it November ! Your vote matters . #MikeEpsy #MidtermElection2018 🗳
2018-11-08 05:51:28,"I love Alleghany, but the academic setting I’m in now encourages one to be outspoken only if they have ample eviden… https://t.co/WWw7IHy3wE"
2018-11-08 05:38:20,"Soo, with recounts happening in Florida, can there be a recount in the Texas senate race? I don’t know...just a tho… https://t.co/f4Q7ksg1hg"
2018-11-08 05:27:37,The Democratic Party has reduced in numbers since 2016 among registered Latino voters. The number of registered Lat… https://t.co/EWKHljwMRX
2018-11-08 05:27:32,I hope it is not too late to say this but it is awesome to see so many women get elected at the… https://t.co/Kpyt3Z0UaY
2018-11-08 05:27:06,Embrace the divide.  That way they can still blame us for everything.  And we can also blame them 🤣🤣🤣 #Midterm2018… https://t.co/1tBycnRoHL
2018-11-08 05:19:13,"This is an apology tweet for my loving boyfriend who gets notifications every time I tweet, love you honey💓you a re… https://t.co/APm9RzezDb"
2018-11-08 05:18:07,The state of Georgia has a new governor! Brian Kemp!! Stacey Abrams doesn’t want to address this.....she knows it a… https://t.co/Vzb7lCnkIy
2018-11-08 05:08:00,"@MSNBC @rachaelmeadows : #MidtermElection2018 : Some guys are tired of winning and when the win, they danxe on your… https://t.co/8b5oEWWFi8"
2018-11-08 05:04:01,@ananavarro I can’t wait to see you on @TheView on Friday!!! I need to hear your opinions on the #MidtermElection2018 🙌🏾🙌🏾🙌🏾🙌🏾
2018-11-08 04:56:54,@Anna_V_E is not a story of a young woman or daughter of an immigrant but a story that is beyond words. Maybe there… https://t.co/2jzwqMZO14
2018-11-08 04:56:24,What does it mean to the election if women lack representation in these “competitive” seats? Why aren’t they being… https://t.co/fTamo8u5IQ
2018-11-08 04:55:06,@Freeyourmindkid @Gabbiedrice78K Holy Crap! 🤬 🗳 #MidtermElection2018
2018-11-08 04:54:51,@LauraLoomer I'm not crying. Republicans won more races in last night's #MidtermElection2018 . That's #Winning by m… https://t.co/sTDRuCkVbk
2018-11-08 04:53:18,"A thought our politicians seem to have forgotten: 

There is a lot more that unites Americans than divides them.… https://t.co/hCEFx3Hkon"
2018-11-08 04:47:48,#Election2018 kinda felt like a @GameOfThrones season finale: some awesome things happened; some terrible things ha… https://t.co/Nq8XOmBL5L
2018-11-08 04:18:01,We got a great show just taped for Friday! We talk about #MidtermElection2018 #TrumpPressConference #Sessionsfired… https://t.co/EdlImAolZ3
2018-11-08 04:12:13,Please don’t have @NancyPelosi  be speaker. It’s time for a change you desperately need. No offence but you should… https://t.co/iIDP0pJoSH
2018-11-08 04:10:48,"#MidtermElection2018 
Trump built a red wall in the Senate."
2018-11-08 04:10:48,"#MidtermElection2018 
There was no blue wave."
2018-11-08 04:07:33,@Ocasio2018 is going to be the next speaker of the house. A political genius and a revolutionary thinker. @gop had… https://t.co/7G7SCnoWlx
2018-11-08 04:05:38,@MrJeromeTrammel Yep. Voter Suppression! Smh. #TeamAbrams #resist #MidtermElection2018
2018-11-08 04:05:17,Am I the only one who’s reaction to everyone say “Yay 100 women elected to Congress” is to pause and ask “yea but c… https://t.co/iQleIENq5f
2018-11-08 03:58:33,"There is a relief for IT companies like TCS, Infosys, Wipro after the #MidtermElection2018 of USA."
2018-11-08 03:47:47,@rollcall Clarification: these results confirm the deep divide in the choices offered voters - not necessarily in t… https://t.co/bqGGkSkTk5
2018-11-08 03:46:31,“I pledge allegiance.. to the flag... of the separated states of America..” 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️ 😫😫 #MidtermElection2018
2018-11-08 03:31:42,100% @KamWestcott voted for #TedCruz #RHOD #MidtermElection2018
2018-11-08 03:29:41,"Congratulations to all the newly elected officials in the United States, and the increasing base of women candidate… https://t.co/D27QPSjGnE"
2018-11-08 03:26:57,@Freeyourmindkid Georgia #MidtermElection2018 should be void
2018-11-08 03:26:15,"Love has no room for hate &amp; our human rights are at stake, VOTE! -Claribel Torres #MidtermElection2018"
2018-11-08 03:25:42,After the US #MidtermElection2018 it’s comforting sometimes when you’re in the company of people who believe in climate change #ablc2018
2018-11-08 03:24:14,Last night's #MidtermElection2018 elections is a reminder of how stupid we Americans get with politics. It truly br… https://t.co/CpBEBRHv1S
2018-11-08 03:20:17,Writing a paper on the midterms and having to write it as if the election hasn’t happened yet. This is not going we… https://t.co/CirbZb6ONG
2018-11-08 03:19:36,"Things @Acosta has tonight.
1. A giant ego 
2. A giant ego
3. A press pas...oh wait he doesn’t have that one. 😂😂… https://t.co/OXBdM2KAVB"
2018-11-08 03:19:29,@PhilipRucker @Acosta @PeterAlexander @AprilDRyan The anger shown today by @POTUS at the press conference is not th… https://t.co/vOooeQc2rO
2018-11-08 03:17:02,"It's truly sad when in 2018, my NC District 9 will be represented by a person who finds women inferior and defines… https://t.co/sPKP8buVQq"
2018-11-08 03:14:54,Look at that! Xochitl Torres Small in New Mexico did NOT concede and insisted on waiting for absentee ballots to be… https://t.co/39AI8dvMVI
2018-11-08 03:10:51,"Now that the refugee caravan is no longer a thing to the White House and mainstream media, I hope the military has… https://t.co/rR3dXWSx8X"
2018-11-08 03:10:00,"#MeToo for White Women also means “You voted for White Supremacist patriarchy over solidarity with all women?  Yea,… https://t.co/mEKFqwqs80"
2018-11-08 03:09:48,Why can’t Florida just get their shit together when it comes to voting?! They are the problem child of America. 🙄… https://t.co/13PXtiAego
2018-11-08 03:04:44,.@ChrisCuomo no reason to allow @Sccaramucci to assert that #Florida is getting redder. #Amendment4 is perhaps the… https://t.co/KFvZ2zk7aE
2018-11-08 02:59:50,The #BlueWave didnt happen here in #Georgia. @BrianKempGA won and our rights are secure #MidtermElection2018 #Midterms2018
2018-11-08 02:54:41,I want to thank my gf and fellow American for voting me Mayor of Pound Town for yet another term. #MidtermElection2018
2018-11-08 02:51:58,"@VP @POTUS Mike, you said the GOP would hold the House. At that time I bet you $1 million that you were wrong. Plea… https://t.co/NvSa7KezKk"
2018-11-08 02:49:01,@JohnJamesMI Michigan is a shit hole dem pot they don’t deserve you or the people that voted for you. Bring yalls a… https://t.co/wX2MeJnIjK
2018-11-08 02:45:34,"Are y'all happy with the out come of the mid terms?
#Midterm2018 #Democrats #Republicans #MidtermElection2018 #Midterms2018 #vote"
2018-11-08 02:43:21,"Eeek, BC! As of today, 1.4% of us have mailed in a #ProRep ballot. 📬 I’ll bet a bunch of U.S voters would jump at t… https://t.co/aCg7AwEAsD"
2018-11-08 02:39:26,"Did anyone really think we'd get even a moment to relax and ease up after the #MidtermElection2018

This fucking un… https://t.co/VRIUPZmHey"
2018-11-08 02:38:56,Potus is drunk with power and threatened by the democratic wins. #potus #Unhinged #combative #petulant #ToddlerInChief #MidtermElection2018
2018-11-08 02:24:34,"So, did daylight savings get voted out in CA?

#MidtermElection2018 #DaylightSavings #DaylightSavingTime"
2018-11-08 02:20:14,What a remarkable outcome of #MidtermElection2018: 111 elected women; 2 Native American women; 2 Muslim women and t… https://t.co/V4aXU1qrQV
2018-11-08 02:19:20,Harley Rouda now has a two percent lead over Dana Rohrabacher. #MidtermElection2018
2018-11-08 02:18:21,"Proud of everyone that made their voices heard! And if you didn’t vote in this election, make sure to register sinc… https://t.co/4RWD7JSozx"
2018-11-08 02:17:43,Remember when people were putting RIP Harambe just 2 years ago???? #MidtermElections2018 #Midterm2018 #Midterm… https://t.co/Vi3hkEL3bE
2018-11-08 02:13:56,@AndrewGillum is BACK IN! #FloridaElection #MidtermElection2018 #ElectionResults
2018-11-08 02:08:20,Lol. @maddow starting tonight’s show by listing - and heavily expounding upon - every Trump-endorsed candidate that… https://t.co/pqcgYjOql2
2018-11-08 02:06:25,When I heard Colorado elects the nation first gay governor I surely thought John Elway won #broncos @Broncos… https://t.co/MB6aKOPI6K
2018-11-08 02:04:15,"@Acosta kept asking the right questions.

#Trump took away his access bc he's a coward.

Look at Donald's actions r… https://t.co/hHC0gFrb0R"
2018-11-08 01:56:03,So glad Orange County finally came to its senses and decided to ditch that homophobic conservative dinosaur.… https://t.co/kk4QynMCXc
2018-11-08 01:50:12,"Isn’t it ironic that Mueller’s investigation on Trump, Putin, Russia, collusion seem to last longer than Hillary’s… https://t.co/9TaPSsQQB9"
2018-11-08 01:38:06,"Just one day after the #MidtermElection2018 
- #JimAccosta is accused of assaulting a member of Trump’s team during… https://t.co/SfiwZyvzhl"
2018-11-08 01:26:27,"Idris Elba was selected Sexiest Man Alive, but nothing is sexier than Jim Acosta defying Trump.

That, my friends,… https://t.co/bmtZuDjiKd"
2018-11-08 01:25:45,I just saw a tweet of someone saying they would trip an old lady with cancer that voted for trump and it disgusted… https://t.co/IWkNfW75vr
2018-11-08 01:22:43,Anyone else see those conservative out today protesting the election results? It was crazy ... so many of them thro… https://t.co/qyvWa8Ph8c
2018-11-08 01:22:38,Let us not forget to walk and chew gum at the same time #MidtermElection2018 #JeffSessionsFired #JimAcosta all impo… https://t.co/yzSJrnn1HT
2018-11-08 01:15:05,@Tony4WI CONGRATS ON THE WIN! I voted early &amp; voted for you! Make us proud! #Midterm2018 #Midterms… https://t.co/zfrIkRzddQ
2018-11-08 01:14:04,Acosta might’ve been lacking sleep maybe he needs a second chance #MidtermElection2018
2018-11-08 01:12:55,"*licks finger, tests the breeze*

Nope, no wind of that migrant caravan today. Funny how that works #gop #trump… https://t.co/f0vExiVV0N"
2018-11-08 01:10:02,Might be the three slices of @MellowMushroom pizza talkin’...but I think we’re all gonna be ok #MidtermElection2018… https://t.co/niIAKBLTWq
2018-11-08 01:09:17,Some people are feeling a little blue today. Just wait till 2020. Like a bright blue sky. #MidtermElection2018
2018-11-08 01:07:36,@HorsesRLove22 @janetpeiser @mitchellvii I refused to listen to any of @FoxNews #MidtermElection2018 #coverage.… https://t.co/HAEnvVjtWd
2018-11-08 01:06:53,While I appreciate the work that #NancyPelosi has done over the years it’s time for a new Speaker #MidtermElection2018
2018-11-08 01:06:33,Congratulations  to my American friends for voting for so many women including 2 Muslim and one native American.… https://t.co/2xnTd3eKbB
2018-11-08 01:03:15,"The Orange County Registrar of Voters just updated the vote tallies.

@HarleyRouda now has a lead of over 3000 vote… https://t.co/t0wxwlK0VC"
2018-11-08 00:56:08,Alright I am extremely grateful for all of the hard work by the candidates and their teams/volunteers. Women have t… https://t.co/Y5FSlsiYii
2018-11-08 00:54:06,.@staceyabrams &amp; @AndrewGillum — Please FIGHT for every last vote. Every. Single. Vote.  #MidtermElection2018
2018-11-08 00:53:58,Can’t @realDonaldTrump give us even one freaking day off after the #MidtermElection2018 from the emotional and lite… https://t.co/fcHB3VRdaZ
2018-11-08 00:49:22,"IF the Democrats hold states won in 2016 (inc Nevada, Colorado, Minnesota) then could win Presidency in 2020 by fli… https://t.co/GjUuZRDcdu"
2018-11-08 00:46:48,"""Shaka, when the #House fell. Ryan and Walker at Wisconsin."" #MidtermElection2018 #StarTrekTNG"
2018-11-08 00:45:24,@SenSchumer time to step aside bud! #MidtermElection2018
2018-11-08 00:41:00,Insights from last night's #MidtermElection2018 made me understand #PoliticalScience a lot more... thank you very much news network's.
2018-11-08 00:40:06,"In a shocking twist, Floridians have voted out @pitbull as Mr. Worldwide. The rapper will now revert to his previou… https://t.co/C96OmP790h"
2018-11-08 00:32:55,"@HillaryClinton What YOU build, Hillary!  Thank you for your steadfast leadership, love for our democracy and inspi… https://t.co/CzeeNa33X2"
2018-11-08 00:32:21,Help! This #Canadian doesn’t understand how #Democrats took then House but lost Senate seats #MidtermElection2018
2018-11-08 00:27:50,"@jimmy_dore Hard to lose sleep over democratic/republican wins/losses
But I did get a smile in my face when I heard… https://t.co/jUGaHwvVzY"
2018-11-08 00:22:45,"No one enjoys losing, but you accept it and move on. For some reasons libs cannot understand that concept… https://t.co/X3Z4Antp6o"
2018-11-08 00:22:15,Beto drops the f-bomb in his election night speech to prove he's relatable and totally chill and has def tried pot… https://t.co/zX5SeQxrL0
2018-11-08 00:13:13,Council wraps up short mtg thanking all the candidates who ran in yesterday's #MidtermElection2018 and all those wh… https://t.co/XBUPn8TKvQ
2018-11-08 00:09:17,"@remysmidt Sadly,#MidtermElection2018 was just the first battle in a long war.  What will be great is to see these… https://t.co/Qy6YEYxTTb"
2018-11-08 00:09:16,Voter turnout for Oklahoma gubernatorial race highest in 30 years.  #MidtermElection2018
2018-11-08 00:05:36,I’m starting to see why Hillary liked Stacey Abrams so much...they both don’t know how to lose gracefully. #MidtermElection2018
2018-11-08 00:03:18,I guess all that fake news reporting that Jeff Sessions was gonna be fired after the midterms wasn’t so fake aftera… https://t.co/drEabXgG7A
2018-11-07 23:55:29,The most critical and noteworthy part of the #MidtermElection2018 was the number of successful campaigns won by… https://t.co/n4iKK5ZnLx
2018-11-07 23:42:13,"@staceyabrams is like an asshole little toddler who refuses to go to bed... like give it up, go home, go to bed ple… https://t.co/5HQa1ZKrsp"
2018-11-07 23:31:48,"""#1 RATED SHOW, @SeanHannity on @FoxNews at 9 PM EST TONIGHT! The GREAT-ONE, @marklevinshow will be LIVE!!""

""GET T… https://t.co/fd46nFRnSL"
2018-11-07 23:28:04,"In the face of the polarisation, it’s at least a positive outcome that the Democratic Party have re-obtained half o… https://t.co/9LC71LLX6A"
2018-11-07 23:27:00,"I hope everyone had nice and peaceful midterms last night. Now the midterms are over, let’s get back to that we lov… https://t.co/fctsiHbNWU"
2018-11-07 23:23:32,"Best things about day after #MidtermElection2018:

1) Dems took back US House;
2) Dems took back MN House;
3) MN &amp;… https://t.co/2vqqc7W8t6"
2018-11-07 23:23:21,That moment when you’re on hour 10 on campus and you’ve realized that you’ve sustained yourself entirely today on s… https://t.co/QwwDf0TsfL
2018-11-07 23:22:02,Raise your hand if you are so happy that the #MidtermElection2018 is over!!!!
2018-11-07 23:21:37,Yes I did vote and proud I did with the amount of historical wins there were #MidtermElection2018
2018-11-07 23:16:33,"How can any straight, white guy vote for a Democrat?  Why would you want to vote for a party who openly holds you i… https://t.co/qgb90Tk8ZL"
2018-11-07 23:15:35,"Oh wait, is there really a chance for a run-off election in Georgia? Really hoping for one, although I really do no… https://t.co/1BtV6vy108"
2018-11-07 23:14:28,"Hey everyone, the sun still rose today. Actually great day @sterlingadvice. #MidtermElection2018"
2018-11-07 23:13:54,"People are killing me with their “if you voted for ________, we’re no longer friends” bullshit. Who is dividing the… https://t.co/JDnaGfX3BV"
2018-11-07 23:11:26,I voted. I get to feel disrespected by the results. #MidtermElection2018 #midterms2018 #ivoted #BETOFORTEXAS
2018-11-07 23:07:44,The House is more representative of the US population. The Senate (2 reps per State) is more representative of the… https://t.co/fGtJ6gLDqS
2018-11-07 23:07:01,New Democratic officers are talking about bi-partisanship and working with their colleagues- the president is busy… https://t.co/G7bgBZvr0q
2018-11-07 23:01:56,A little good news in Florida. Voters choose to end greyhound racing. Hope all those sweet dogs find great homes &amp;… https://t.co/wimaqmsDkr
2018-11-07 23:01:25,"One solid lesson from the US #MidtermElection2018 is that their democracy is in poor shape, with all that voter sup… https://t.co/0aDWgy8XV8"
2018-11-07 23:00:53,Gerrymandering royally screwed #Ohio. Imagine if NY took a portion of one of the the Manhattan districts and joined… https://t.co/HUWoKmmjBD
2018-11-07 22:57:31,@womensmarch Vote the same because we share the same genitals or skin color? We can’t think for ourselves &amp; make ou… https://t.co/qEq48QGpnz
2018-11-07 22:57:28,Are you surprised by the results of the midterms? #Midterms2018 #Trump #MidtermElection #MidtermElection2018 #ElectionResults2018
2018-11-07 22:56:34,"UPDATE: 227,000 early ballots and 195,000 late early and provisional ballots still need to be processed.… https://t.co/kS1G9OsulQ"
2018-11-07 22:51:43,"Muslims in the congress mean that american white people are tolerant, kind and peaceful, wish muslim people learn f… https://t.co/8Mg2NOi7QQ"
2018-11-07 22:48:20,"A better day for #America than two years ago! 
#Midterms2018 #ElectionNight2018  #MidtermElection2018"
2018-11-07 22:41:46,I think this just proves New York needs to break away and form its own country #MidtermElection2018
2018-11-07 22:41:36,"Even @realDonaldTrump's hair is moving to the left! 

#MidtermElection2018 #midterm18 #BlueWave2018"
2018-11-07 22:40:50,@CoryBooker @HeidiHeitkamp Right. Supporting a public lynching in 2018 &amp; not apologizing for it is so honorable.… https://t.co/dllCOskMDt
2018-11-07 22:37:32,I have the perfect @JohnMayer song after the midterms: ‘Why Georgia’ 🎼 #MidtermElection2018 #Midterm2018 #StaceyAbrams4GAgov
2018-11-07 22:37:13,Tonight’s social media feed has mostly been a combination of #kbeauty sheet mask reviews &amp; becoming obsessed with t… https://t.co/wKnaUo5hCn
2018-11-07 22:37:12,"Who should be the minority leader in The House?

#GOP #Republicans #HouseRepublicans #HouseOfRepresentatives… https://t.co/2M8m8aYh3J"
2018-11-07 22:34:23,"Trump fired Sessions to distract the attention from his party’s losses last night, don’t fall for that #JeffSessions #MidtermElection2018"
2018-11-07 22:33:21,"Minnesota’s 1st district was decided by 1,312 ballots. Your vote matters. #Midterms2018 #MidtermElection2018 #Minnesota"
2018-11-07 22:30:08,"@PrisonPlanet @RougeOperator1 Hey, red.  PA went almost totally blue.  You’re going to have to get your crayons out… https://t.co/8Cevnw0tCR"
2018-11-07 22:27:11,"New York’s 22nd district was decided by 1,422 ballots. Your vote matters.
#Midterm2018 #MidtermElection2018 #NewYork"
2018-11-07 22:25:00,"In less heavy #ElectionResults2018 news, congratulations to the State of Georgia on being able to drink mimosas at… https://t.co/ejWae7k6WX"
2018-11-07 22:24:27,@catturd2 @michaelbeatty3 Interesting! I know some people who live half their time in California and half their tim… https://t.co/UNxXsnR96w
2018-11-07 22:22:44,"1) #Liberals &amp; #Conservatives, here’s some perspective on the just concluded #MidtermElection2018. During Pres.… https://t.co/mLwRfGTRjf"
2018-11-07 22:22:44,4) In #MidtermElection2018 Pres. #Trump lost the #HouseofReps to #Democrats by 34 seats; #Republicans held Senate—p… https://t.co/QMdSbvQVdE
2018-11-07 22:22:44,@VotePinellas I’m curious why my midterm mail in ballot was not tabulated. It shows on your office website it was r… https://t.co/7QVAIkMbmj
2018-11-07 22:15:22,BREAKING: @NAACP go to the courts for extension &amp; possible criminal cases over alleged #MIDTERMS voter suppression… https://t.co/W72iJvcuGn
2018-11-07 22:12:01,"How women voted in #MidtermElection2018 White, college-educated women in particular swung heavily left in 2018, wit… https://t.co/ZYXwzAKyYC"
2018-11-07 22:08:46,"Now that we’ve finished the most crucial election of our times, we can look forward to the next one, which will als… https://t.co/UGaSJHuqdU"
2018-11-07 22:06:57,Looks like #Trump was seriously rattled by #CNN questions during #MidtermElection2018 press conference. He’s runnin… https://t.co/TPLK1bbelQ
2018-11-07 21:53:08,"I’m not #American. But I’m glad to see this country are moving to be great again according to the #youngest woman,… https://t.co/2TmdD8KuTb"
2018-11-07 21:49:47,"Ugh. I seriously think I can’t be friends with some people anymore. 

How can you be a person of color and/or LGBTQ… https://t.co/WQN0jCCFQX"
2018-11-07 21:42:04,"@johnauthers If we were all collectively still worried about other things, would the VIX have fallen as precipitous… https://t.co/rc6yRLdFUH"
2018-11-07 21:40:07,"Some voter turnout #’s, courtesy of @wpcspectrumnews: 3.7 million ballots cast (52%). One of, if not THE, highest w… https://t.co/2QHLXqDkJC"
2018-11-07 21:36:36,@benshapiro ...Yeah and did you see all those Republicans riot in the streets after the House didn’t go their way.… https://t.co/BDfb6KDeSR
2018-11-07 21:36:35,Who gained from the #MidtermElection2018 ????
2018-11-07 21:32:21,@bladingfortruth @SteamtownStunna @djstames Can’t wait to hear your thoughts on this dump we call #connecticut… https://t.co/SRf23FNFfg
2018-11-07 21:30:19,Why is no media outlet talking about Voter surpression in Georgia? It should be on every front page. Screw Jeff Ses… https://t.co/gr0Oe6Ex2B
2018-11-07 21:29:11,(4) The challenge is can the forces on the left cohere and organise a coherent and compelling alternative vision (w… https://t.co/KW27n8n5nE
2018-11-07 21:27:51,@CNN #ObstructionOfJustice #Trump is exhibit one! #LetTheTrialBegin #SessionsFired now because #MidtermElection2018… https://t.co/KLNlTvX2cv
2018-11-07 21:22:11,"@jaketapper. Two piece suit, $2000.  Haircut, $500.  Getting owned by POTUS during press conference. PRICELESS!… https://t.co/jFE6j2IIiU"
2018-11-07 21:18:58,"Looks like the trump administration is spiraling out of control. But hey, what tremendous wins for the GOP, amirite… https://t.co/TiYHgvpJWl"
2018-11-07 21:14:52,"Looking forward after the #MidtermElection2018 &amp; despite some disappointment, I remain proud of what has been accom… https://t.co/XNXqIh4quP"
2018-11-07 21:09:54,Awesome job to this country for standing up &amp; making your voice be heard! 2020 race starts now. We can make a diffe… https://t.co/ga55SIG8Xe
2018-11-07 21:08:43,4th Quarter y’all.  #SessionsFired #MidtermElection2018
2018-11-07 21:08:41,"I just realized that a lot of people know nothing about politics. Literally, nothing. 0%. #MidtermElection2018 #Midterms2018"
2018-11-07 21:08:35,@NancyPelosi @realDonaldTrump #Mueller must have this obvious and expected #SessionsFired scenario covered! Clear… https://t.co/atIByR93Lg
2018-11-07 21:06:41,@nprpolitics This SMELLS! #Mueller must have this #SessionsFired scenario covered! Clear this #fakePOTUS spoke duri… https://t.co/lqKOm6OcEu
2018-11-07 21:05:52,@HardballChris @hardball This SMELLS! #Mueller must have this #SessionsFired scenario covered! Clear this… https://t.co/1u4XpUAxox
2018-11-07 21:04:39,@CNNPR @windpharm @realDonaldTrump Just reading thru all mad Trump supporters remarks - seriously America you’re in… https://t.co/MjQcKGtMIU
2018-11-07 21:03:27,"For the first time in my life I found myself wishing Ohio was  more like Kansas.

#MidtermElection2018 #ElectionResults2018"
2018-11-07 21:02:01,"Heck, even Democrat Joe Manchin benefitted from #TrumpEffect 

#TrumpsArmy #MidtermElection2018 #SenateControl"
2018-11-07 20:59:48,Am I the only one who thinks @BetoORourke should call for a recount? #MidtermElection2018 #TexasSenate #Beto2020
2018-11-07 20:58:59,Let’s just throw a constitutional crisis on top of the #MidtermElection2018  When will you #MAGA morons wake up? Th… https://t.co/qpxWAai83Q
2018-11-07 20:58:47,"Tonight some politicians will win &amp; some will lose, but when the sun comes up, all your problems will still be ther… https://t.co/tTdl3t4mQO"
2018-11-07 20:57:08,"#MidtermElection2018 

Pros: voting, change, all that good stuff

Cons: the unnecessary political conversations at work the next day"
2018-11-07 20:56:47,Great job America with balancing the Congress. Democracy can only work with the appropriate checks and balances. #MidtermElection2018
2018-11-07 20:56:02,"Just spit balling...
- Remove the straight ballot option
- Remove party names from candidate names
#MidtermElection2018"
2018-11-07 20:53:33,"The REAL message of the left for all future elections:

If you have darker skin tones you will believe in better ec… https://t.co/w0FeU5MYGd"
2018-11-07 20:48:12,"Really starting to regret opening news/Twitter this morning, all the positives from #MidtermElection2018 seem like… https://t.co/wW7E5ACGmx"
2018-11-07 20:43:57,"Newflash: #Democrats still took control of the House last night, regardless. #MidtermElection2018"
2018-11-07 20:40:52,"Anyone who thinks that because the Dems didn’t take both the House and Senate, Trump won’t be heald accountable, be… https://t.co/4sYLSE3mFw"
2018-11-07 20:39:31,@smh Decline and Fall of the USA Empire....and while some reining in of this corrupt reign occurred it is abhorrent… https://t.co/kmrx3UNth3
2018-11-07 20:39:17,#Diwali is here! Mahurat is @ 6;00 pm to 8;00 pm. Better get started for #Diwali ! Also #MidtermElection2018 is ove… https://t.co/8i1JmZEhCn
2018-11-07 20:35:26,@JohnCornyn #MidtermElection2018 prove the Republicans have stolen our constitutional rights + gerrymandered away o… https://t.co/8E1do8h0dN
2018-11-07 20:33:40,"within city limits.  However, the votes were very close, which means don't stop because the midterms are over, be a… https://t.co/RIG0c1iQXI"
2018-11-07 20:33:14,"Woah wait... hang on! #MidtermElection2018?

Are we only now halfway through with this moron?!"
2018-11-07 20:32:31,"In the USA both sides claims victory. 
But it is unclear to me whether the ""friends-of-Israel"" 
or ""Israel ´s frien… https://t.co/Tj7zKzedI6"
2018-11-07 20:31:10,The future is female. The future is LGBTQ. The future is now.  #MidtermElection2018
2018-11-07 20:29:47,"Post mid-terms life:

Me: Stuck on a slow moving line at Target

My inner voice: if your in line stay in line! 

#MidtermElection2018"
2018-11-07 20:29:43,"people should live in this country. Like the Trumps, Blackburn’s, and Steve Kings of the world, then no, I don’t wa… https://t.co/9cFUA19w96"
2018-11-07 20:27:34,"So... is this the beginning of Trump’s version of the “massacre”?
Buckle up!!!
It’s gonna be pretty amazing... and… https://t.co/ogeTedo12b"
2018-11-07 20:25:43,Voter turnout in Tuesday’s #MidtermElection2018 increased in every county we serve in the Rochester market.  Compar… https://t.co/6HRFgefmwc
2018-11-07 20:25:42,We Rocc the Vote in Cali we ain’t playing that Republican Trump 🤫 out here!!! #MidtermElection2018 #California
2018-11-07 20:24:35,"while white hats go to work, implementing all they have worked for. To quote @StormIsUponUs “an entire book will be… https://t.co/4STc5TScQK"
2018-11-07 20:24:13,watching @cnn and being impressed how @jaketapper and his colleagues  are just doing their job - after such a „pres… https://t.co/uZIJvOwH2p
2018-11-07 20:24:11,Dems taking the house could be a thorn in #Trump’s side. #DemsTakeTheHouse #ElectionNight #MidtermElection2018 🇺🇸
2018-11-07 20:23:17,Soo HAPPY the #MidtermElection2018 is OVER!.😩😁No more of the constant Repeats of ads!.Annd HAPPY w/ #Connecticut results..😁
2018-11-07 20:22:02,"Congratulations if you didn’t vote yesterday, you just handed over our country to fascism.

Way to go… https://t.co/U5hAMFxpOR"
2018-11-07 20:21:56,"Firing of AG #JeffSessions, less than 24 hours after #MidtermElection2018, is #Trump’s Wednesday Afternoon Massacre… https://t.co/UdYIZkWtxc"
2018-11-07 20:19:59,Wow! 1 day after #MidtermElection2018 and AG #JeffSessions is fired by @realDonaldTrump. What a coincidence 🤦‍♂️👎🏿
2018-11-07 20:19:44,This is his why of taking the attention off the #MidtermElection2018.
2018-11-07 20:16:25,Funny how you see the left saying how now that felons can vote in #Florida in next election it gives them a better… https://t.co/f5FJKd4wjD
2018-11-07 20:16:19,#Comodo #RSA #British company founded by #MelihAbdulhayoglu houses all except 5 #USA State #VoterServers #PKI… https://t.co/uBRnoo459S
2018-11-07 20:15:37,"Now that that's over with, I think we should all take this time to reflect on the past few weeks. I think we can al… https://t.co/yXPG8qKN57"
2018-11-07 20:12:14,"IN A FEW MINUTES:
For analysis of the Midterm election results we speak to Prof Sean Jacobs and our U.S corresponde… https://t.co/Fda1ET79lu"
2018-11-07 20:10:04,I guess we will see who is more dangerous. Unchecked Trump or threatened Trump... @realDonaldTrump #uspoli #MidtermElection2018
2018-11-07 20:09:21,"Congrats to all the democrats in the US! We feel you guys!

#Midterms2018 #MidtermsElections2018… https://t.co/OxWMfyMzCY"
2018-11-07 20:05:46,"Big win for Gerry Manders, secures Senate for Republicans #MidtermsElections2018 #MidtermElection2018"
2018-11-07 20:05:03,Markets are cheering gridlock today. #markets #stocks #MidtermElection2018
2018-11-07 20:02:33,California is a mess now #MidtermElection2018
2018-11-07 20:02:11,"So with all this #MidtermElection2018 talk, let’s not forget an important fact - @realDonaldTrump flipped a Senate… https://t.co/bKNGjtAa1g"
2018-11-07 19:59:35,"Red alert: #Meltdown in progress! 🤬🤯

#Trump #freepress #CNN #justalittlefurthertotheedge #MidtermElection2018"
2018-11-07 19:57:37,#Congratulations to my newest US Representative @JoeCunninghamSC! What an amazing accomplishment in flipping #SC01. #MidtermElection2018
